epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,588.822,1.09271,1.72901,0.87203,1.38003,0.66179,0.58706,0.62057,0.33838,0.67444,0.59701,0.62766,0.32656,1.58294,2.87675,1.45076,1.85722,0.001241,0.001241,0.001241
117,593.967,1.10441,1.74254,0.8809,1.38628,0.65965,0.62687,0.62313,0.33165,0.69356,0.62189,0.63589,0.31907,1.66514,2.91426,1.38545,1.91759,0.0012344,0.0012344,0.0012344
118,599.002,1.08206,1.76579,0.85479,1.38548,0.63457,0.64179,0.65019,0.36249,0.65373,0.64677,0.66108,0.35362,1.56733,2.73898,1.33885,1.84392,0.0012278,0.0012278,0.0012278
119,604.065,1.09532,1.74069,0.85118,1.37357,0.7027,0.59204,0.66879,0.35819,0.71059,0.61077,0.6689,0.34725,1.54303,2.76391,1.38493,1.809,0.0012212,0.0012212,0.0012212
120,609.185,1.08472,1.71851,0.8532,1.3739,0.64985,0.64677,0.65386,0.36694,0.64485,0.64179,0.65122,0.34399,1.60831,2.8651,1.37851,1.90212,0.0012146,0.0012146,0.0012146
121,614.358,1.07957,1.69434,0.8244,1.36172,0.63813,0.57711,0.60473,0.32933,0.67177,0.57711,0.61672,0.32537,1.66618,2.85714,1.48189,1.96051,0.001208,0.001208,0.001208
122,619.465,1.06093,1.70566,0.80911,1.35506,0.66787,0.64029,0.65552,0.37299,0.66704,0.63789,0.65015,0.34788,1.55326,2.6578,1.32174,1.79193,0.0012014,0.0012014,0.0012014
123,624.533,1.05219,1.67269,0.80116,1.35529,0.70543,0.66169,0.68004,0.37746,0.71074,0.66667,0.67633,0.36556,1.57264,2.74252,1.29365,1.84925,0.0011948,0.0011948,0.0011948
124,629.649,1.0572,1.71715,0.8228,1.35867,0.69835,0.58706,0.62818,0.35582,0.71236,0.59701,0.66235,0.34887,1.57567,2.88172,1.33835,1.82301,0.0011882,0.0011882,0.0011882
125,634.758,1.08327,1.70422,0.84086,1.36292,0.69352,0.57415,0.59376,0.33331,0.72356,0.59903,0.62753,0.32632,1.64084,2.95541,1.41512,1.92188,0.0011816,0.0011816,0.0011816
