epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,568.43,1.09767,1.77877,0.88143,1.41209,0.66146,0.66102,0.6683,0.38798,0.6764,0.67595,0.68297,0.37683,1.52665,2.62747,1.32837,1.89641,0.001274,0.001274,0.001274
112,573.667,1.05738,1.69638,0.84181,1.38185,0.75692,0.62189,0.6838,0.37827,0.76298,0.62687,0.69271,0.36715,1.53593,2.66638,1.31757,1.86701,0.0012674,0.0012674,0.0012674
113,578.764,1.09645,1.73627,0.86383,1.39267,0.6767,0.61194,0.65998,0.36966,0.6767,0.61194,0.65709,0.3543,1.55873,2.54615,1.4241,1.87196,0.0012608,0.0012608,0.0012608
114,583.633,1.07938,1.74837,0.85401,1.3872,0.68518,0.61194,0.6221,0.37128,0.70932,0.63129,0.66149,0.35616,1.54879,2.61062,1.41753,1.89653,0.0012542,0.0012542,0.0012542
115,588.558,1.08979,1.75359,0.86001,1.40387,0.72463,0.62189,0.64595,0.36748,0.73622,0.63184,0.65992,0.3552,1.58631,2.72077,1.41395,1.85526,0.0012476,0.0012476,0.0012476
116,593.742,1.06672,1.68751,0.83452,1.36476,0.75626,0.57115,0.65328,0.3633,0.76165,0.57233,0.65114,0.35408,1.51021,2.62665,1.44667,1.84085,0.001241,0.001241,0.001241
117,598.874,1.06411,1.70674,0.8349,1.3747,0.70127,0.58209,0.65225,0.34736,0.72041,0.59701,0.65937,0.35666,1.60033,2.67454,1.41712,1.95195,0.0012344,0.0012344,0.0012344
118,603.994,1.07234,1.77454,0.8422,1.39003,0.67479,0.64677,0.69819,0.37689,0.67889,0.65213,0.69567,0.36567,1.53644,2.47679,1.29959,1.83548,0.0012278,0.0012278,0.0012278
119,609.113,1.04254,1.67774,0.82129,1.34752,0.6238,0.63682,0.64024,0.35395,0.71527,0.59204,0.65639,0.33628,1.56032,2.6174,1.46406,1.87968,0.0012212,0.0012212,0.0012212
120,614.216,1.04365,1.69455,0.8126,1.34899,0.70984,0.6329,0.67615,0.38322,0.71542,0.63788,0.67506,0.36175,1.55431,2.54846,1.34221,1.91898,0.0012146,0.0012146,0.0012146
121,619.33,1.0263,1.66443,0.79346,1.3313,0.65811,0.61291,0.66095,0.37437,0.66345,0.61789,0.66035,0.36235,1.54668,2.49572,1.38244,1.8648,0.001208,0.001208,0.001208
122,624.445,1.02682,1.67547,0.78758,1.34462,0.70803,0.61194,0.67936,0.38559,0.70208,0.64179,0.69447,0.3739,1.54361,2.62092,1.34646,1.8351,0.0012014,0.0012014,0.0012014
123,629.54,1.04353,1.67915,0.80276,1.35677,0.70381,0.65021,0.67479,0.39285,0.72064,0.63682,0.68725,0.3894,1.5342,2.64027,1.33284,1.86892,0.0011948,0.0011948,0.0011948
